ID,Traditional,Simplified,Pinyin,POS,Meaning,Examples,Variants
B1L06-2-14,可以,可以,kěyǐ,Vaux,"can, could (suggestion)",她很喜歡花，你可以送她一些漂亮的花。,
B1L06-2-15,騎,骑,qí,V,to ride,,
B1L06-2-16,腳踏車/自行車,脚踏车/自行车,jiǎotàchē/zìxíngchē,N,"bicycle; bike (M: 部,輛liàng)",這個週末我們要去騎腳踏車/自行車。,"[[""腳踏車"", ""jiǎotàchē""], [""自行車"", ""zìxíngchē""]]"
B1L06-2-17,輛,辆,liàng,M,measure word of vehicles,,
B1L06-2-18,只,只,zhǐ,Adv,only; just,我現在不餓，只想吃一點兒水果。,
B1L06-2-19,後天,后天,hòutiān,N,the day after tomorrow,後天是我朋友的生日，我想要送他一個大蛋糕。,
B1L06-2-20,前天,前天,qiántiān,N,the day before yesterday,前天下午我在學校的圖書館看書。,
B1L06-2-21,聽說,听说,tīngshuō,Ph,to hear of,,
B1L06-2-22,不要,不要,búyào,Ph,Don't...(used in imperatives),,
B1L06-3-01,興趣,兴趣,xìngqù,N,interest; hobby,我的興趣是運動，打網球、游泳，我都喜歡。,
B1L06-3-02,幾,几,jǐ,N,several; a few,我有幾個台灣朋友。,
B1L06-3-03,學,学,xué,V,to learn; to study,,
B1L06-3-04,學習,学习,xuéxí,V,to learn; to study,我們都喜歡學(習)中文。,
B1L06-3-05,唱歌,唱歌,chànggē,V-sep,to sing (a song),他唱歌唱得很開心。,
B1L06-3-06,歌,歌,gē,N,song (M: 首shǒu),他會唱很多首中文歌。,
B1L06-3-07,首,首,shǒu,M,measure word for songs,,
B1L06-3-08,跳舞,跳舞,tiàowǔ,V-sep,to dance,他的舞跳得很好。,
B1L06-3-09,畫畫,画画,huàhuà,V-sep,to draw; to paint,那個孩子很喜歡畫畫，他畫得很好。,
B1L06-3-10,畫,画,huà,N,painting (M: 張),這張畫很好看，我很喜歡。,
B1L06-3-11,平常,平常,píngcháng,N,generally; usually,我平常早上七點起床，八點吃早飯。,
B1L06-3-12,有（的）時候,有（的）时候,yǒu(de)shíhòu,Adv,sometimes,我平常喜歡喝茶，有(的)時候喝一點兒咖啡。,"[[""有時候"", ""yǒushíhòu""], [""有的時候"", ""yǒudeshíhòu""]]"
B1L06-3-13,比賽,比赛,bǐsài,N,competition; race; game,今天下午學校有籃球比賽，我們去看吧！,
B1L06-3-14,真,真,zhēn,Adv,really,你媽媽真漂亮！,
B1L06-3-15,高興,高兴,gāoxìng,Vs,happy,老師說要送我們書，我們都很高興。,
B1L07-1-01,怎麼,怎么,zěnme,Adv,how,這首歌怎麼唱？,
B1L07-1-02,到,到,dào,Prep,to,我要到他家去。,
B1L07-1-03,飯店,饭店,fàndiàn,N,hotel (M: 家),我後天要到這家飯店去看朋友。,
B1L07-1-04,旅館,旅馆,lǚguǎn,N,inn; hotel (M: 家),,
B1L07-1-05,找,找,zhǎo,V,to visit; to see (a person),我今天想找朋友去吃飯。,
B1L07-1-06,韓國,韩国,Hánguó,N,Korea,,
B1L07-1-07,到,到,dào,V,to arrive (a place),我每天早上八點半到學校。,
B1L07-1-08,等,等,děng,V,to wait for,我的朋友在那家旅館前面等我。,
B1L07-1-09,坐,坐,zuò,V,to take (transportations),你想坐捷運去，還是坐公車去？,
B1L07-1-10,捷運/地鐵,捷运/地铁,jiéyùn/dìtiě,N,MRT; metro; subway,你想坐捷運去，還是坐公車去？,"[[""捷運"", ""jiéyùn""], [""地鐵"", ""dìtiě""]]"
B1L07-1-11,公共汽車/公車,公共汽车/公车,gōnggòng qìchē/gōngchē,N,"bus (M: 部,輛)",你想坐捷運去，還是坐公車去？,"[[""公共汽車"", ""gōnggòng qìchē""], [""公車"", ""gōngchē""]]"
B1L07-1-12,車（子）/汽車,车（子）/汽车,chē(zi)/qìchē,N,automobile; car (M: 輛),,"[[""車子"", ""chēzi""], [""車"", ""chē""], [""汽車"", ""qìchē""]]"
B1L07-1-13,計程車,计程车,jìchéngchē,N,taxi (M: 輛),,
B1L07-1-14,火車,火车,huǒchē,N,train,,
B1L07-1-15,上車,上车,shàngchē,V-sep,to get on a bus; to get in a car,,
B1L07-1-16,下車,下车,xiàchē,V-sep,to get off a bus; to get out of a car,你要在這裡下車嗎？,
B1L07-1-17,遠,远,yuǎn,Vs,far,他家有點兒遠，我們可以坐捷運去嗎？,
B1L07-1-18,近,近,jìn,Vs,near,,
B1L07-1-19,想,想,xiǎng,Vst,to think,他很喜歡喝茶，我想你可以送他一些台灣茶。,
B1L07-1-20,從,从,cóng,Prep,from,他要從他家走路去學校。,
B1L07-1-21,走路,走路,zǒulù,V-sep,to walk (on foot),,
B1L07-1-22,走,走,zǒu,Vi,to walk (on foot),那家餐廳很近，我們走路去吧！,
B1L07-1-23,先,先,xiān,Adv,first; in advance,我很餓，我們可以先吃飯嗎？,
B1L07-1-24,地圖,地图,dìtú,N,map (M: 張),這張地圖上有十多家餐廳，我們要去哪一家？,
B1L07-1-25,錶/手錶,表/手表,biǎo/shǒubiǎo,N,watch,明天是爸爸的生日，我要送他一個錶。,"[[""錶"", ""biǎo""], [""手錶"", ""shǒubiǎo""]]"
B1L07-1-26,了,了,le,Ptc,indicating changed situations,我累了，不想走了。,
B1L07-2-01,路/馬路,路/马路,lù/mǎlù,N,road (M: 條tiáo),路上有很多車。,"[[""路"", ""lù""], [""馬路"", ""mǎlù""]]"
B1L07-2-02,條,条,tiáo,M,"measure word for roads, fish, river, etc",,
B1L07-2-03,街,街,jiē,N,street (M: 條tiáo),現在這條街上沒有車。,
B1L07-2-04,地方,地方,dìfāng,N,place,這個地方好漂亮，我好喜歡。,
B1L07-2-05,附近,附近,fùjìn,N,vicinity,學校附近有很多飲料店。,
B1L07-2-06,郵局,邮局,yóujú,N,"post office (M: 家,間)",,
B1L07-2-07,寄,寄,jì,V,to mail,,
B1L07-2-08,信,信,xìn,N,letter (M: 封fēng),,
B1L07-2-09,封,封,fēng,M,measure word for letters,,
B1L07-2-10,信封,信封,xìnfēng,N,envelope,我要到郵局去寄信，也要買一些信封。,
B1L07-2-11,超級市場/超市,超级市场/超市,chāojíshìchǎng/chāoshì,N,supermarket (M: 家),,"[[""超級市場"", ""chāojíshìchǎng""], [""超市"", ""chāoshì""]]"
B1L07-2-12,市場,市场,shìchǎng,N,market,我要到超級市場去買蛋。,
B1L07-2-13,一定,一定,yídìng,Adv,surely; certainly; definitely,我明天有空，一定可以去。,
B1L07-2-14,又,又,yòu,Adv,both...and...,這種巧克力冰淇淋又便宜又好吃。,
B1L07-2-15,方便,方便,fāngbiàn,Vs,convenient,我每天坐捷運去上課，我覺得很方便。,
B1L07-2-16,舒服,舒服,shūfu,Vs,comfortable,今天天氣不冷也不熱，很舒服。,
B1L07-3-01,線,线,xiàn,N,line (M: 條),我家附近有兩條捷運線。,
B1L07-3-02,藍,蓝,lán,Vs,blue,,
B1L07-3-03,藍色,蓝色,lánsè,N,blue color,,
B1L07-3-04,機場/飛機場,机场/飞机场,jīchǎng/fēijīchǎng,N,airport,我明天早上九點要到機場。,"[[""機場"", ""jīchǎng""], [""飛機場"", ""fēijīchǎng""]]"
B1L07-3-05,開車,开车,kāichē,V-sep,to drive a car,,
B1L07-3-06,司機,司机,sījī,N,driver,那位司機開車開得很好。,
B1L07-3-07,車站,车站,chēzhàn,N,bus (or rail) station,在這個大車站，坐公車、捷運、火車都很方便。,
B1L07-3-08,站,站,zhàn,N,station,你家附近有捷運站嗎？,
B1L07-3-09,飛機,飞机,fēijī,N,airplane; aircraft (M: 架jià),我要坐飛機到英國去。,
B1L07-3-10,架,架,jià,M,measure word for airplanes,,
B1L07-3-11,飛,飞,fēi,Vi,to fly,這隻小鳥會飛嗎？,
B1L07-3-12,起飛,起飞,qǐfēi,Vp,to take off (an airplane),你看，飛機起飛了！,
B1L08-1-01,裙子,裙子,qúnzi,N,skirt (M: 條),我不太喜歡這條裙子的顏色。,
B1L08-1-02,去年,去年,qùnián,N,last year,,
B1L08-1-03,年,年,nián,N/M,year,,
B1L08-1-04,今年,今年,jīnnián,N,this year,去年她送我一本書，今年我要送她一件衣服。,
B1L08-1-05,明年,明年,míngnián,N,next year,,
B1L08-1-06,牌子,牌子,páizi,N,brand,這個牌子的衣服又便宜又好看。,
B1L08-1-07,因為,因为,yīnwèi,Conj,because,今天大家都穿很多衣服，因為天氣太冷了。,
B1L08-1-08,有名,有名,yǒumíng,Vs,famous,這家餐廳很有名，我們常常來這裡吃飯。,
B1L08-1-09,褲子,裤子,kùzi,N,pants (M: 條),那個牌子的褲子都不便宜。,
B1L08-1-10,所以,所以,suǒyǐ,Conj,therefore; so,A:為什麼你不吃冰淇淋？ B:因為天氣有點兒冷，所以我想吃一點兒熱的。,
B1L08-1-11,為什麼,为什么,wèishénme,Adv,why,A:為什麼你不吃冰淇淋？ B:因為天氣有點兒冷，所以我想吃一點兒熱的。,
B1L08-1-12,百貨公司,百货公司,bǎihuò gōngsī,N,department store,我家附近有百貨公司，你想去看嗎？,
B1L08-1-13,難,难,nán,Vs,difficult; hard,說中文容易，唱中文歌也不難。,
B1L08-1-14,容易,容易,róngyì,Vs,easy,說中文容易，唱中文歌也不難。,
B1L08-1-15,最近,最近,zuìjìn,Adv,recently; lately,他最近很忙，所以每天都很累。,
B1L08-1-16,胖,胖,pàng,Vs,fat,,
B1L08-1-17,瘦,瘦,shòu,Vs,thin,因為他每天都跑步，所以瘦了。,
B1L08-1-18,高,高,gāo,Vs,tall,,
B1L08-1-19,矮,矮,ǎi,Vs,short,,
B1L08-1-20,公斤,公斤,gōngjīn,M,kilogram,爸爸很喜歡吃蛋糕，所以胖了三公斤。,
B1L08-1-21,斤,斤,jīn,M,catty (=0.6 kilogram in Taiwan),,
B1L08-1-22,怕,怕,pà,Vst,to be scared of; to be afraid of,弟弟不喜歡唱歌，因為怕唱得不好。,
B1L08-1-23,跟,跟,gēn,Prep,with,他最近常常跟朋友一起玩。,
B1L08-1-24,時間,时间,shíjiān,N,time,我最近沒有時間看電影。,
B1L08-2-01,黃色,黄色,huángsè,N,yellow color,,
B1L08-2-02,黃,黄,huáng,Vs,yellow,姊姊喜歡穿黃色的裙子。,
B1L08-2-03,吧,吧,ba,Ptc,final particle for questions,好多人來這家店買蛋糕，他們的蛋糕一定很好吃吧？,
B1L08-2-04,流行,流行,liúxíng,Vs,popular; fashionable; trendy,白色是今年很流行的顏色。,
B1L08-2-05,短,短,duǎn,Vs,short (in length),,
B1L08-2-06,長,长,cháng,Vs,long,弟弟愛穿短褲，不愛穿長褲。,
B1L08-2-07,鞋子,鞋子,xiézi,N,shoes (M: 雙shuāng),,
B1L08-2-08,襪子,袜子,wàzi,N,socks (M: 雙shuāng),,
B1L08-2-09,雙,双,shuāng,M,measure word for shoes and socks,,
B1L08-2-10,黑色,黑色,hēisè,N,black color,,
B1L08-2-11,黑,黑,hēi,Vs,black,我想買一雙黑色的鞋子和一雙白色的襪子。,
B1L08-2-12,樓,楼,lóu,M,floor,你家在幾樓？,
B1L08-2-13,樓下,楼下,lóuxià,N,downstairs,,
B1L08-2-14,樓上,楼上,lóushàng,N,upstairs,A:你要不要去樓下的客廳看電視？ B:謝謝，我想先去樓上的房間休息。,
B1L08-2-15,快要,快要,kuàiyào,Adv,to be about to,,
B1L08-2-16,快,快,kuài,Adv,to be about to,十點了，飛機快(要)起飛了。,
B1L08-2-17,關,关,guān,V,to close,,
B1L08-2-18,開,开,kāi,V,to open,學校的圖書館早上八點開，晚上九點關。,
B1L08-2-19,電梯,电梯,diàntī,N,elevator; lift,,
B1L08-2-20,樓梯,楼梯,lóutī,N,stairs,我要坐電梯，不要走樓梯。,
B1L08-2-21,沒關係,没关系,méiguānxi,Ph,It's ok.,,
B1L08-2-22,對不起,对不起,duìbùqǐ,Ph,sorry,A:對不起？ B:沒關係。,
B1L08-2-23,對了,对了,duìle,Ph,by the way,A:我要去三樓找友美？ B:好。對了，這杯咖啡請你給她，好嗎？,
B1L08-3-01,年輕,年轻,niánqīng,Vs,young,很多年輕人喜歡聽流行音樂。,
B1L08-3-02,老,老,lǎo,Vs,old,,
B1L08-3-03,皮包,皮包,píbāo,N,wallet; purse,明天我有空，我想去買皮包。,
B1L08-3-04,女生,女生,nǚshēng,N,girl,,
B1L08-3-05,男生,男生,nánshēng,N,boy,女生和男生都喜歡去百貨公司買東西。,
B1L08-3-06,雜誌,杂志,zázhì,N,magazine (M: 本),,
B1L08-3-07,舊,旧,jiù,Vs,old; used,這本雜誌有點兒舊，我幫你買一本新的吧。,
B1L09-1-01,句子,句子,jùzi,N,sentence,,
B1L09-1-02,意思,意思,yìsi,N,meaning,這個句子的意思是什麼？妳知道嗎？,
B1L09-1-03,懂,懂,dǒng,Vst,to understand,這些中文句子不難，我都懂。,
B1L09-1-04,教,教,jiāo,V,to teach,張老師教我們中文。,
B1L09-1-05,真的,真的,zhēnde,Adv,really; truly,A:我妹妹說這件衣服很好看，你覺得呢？ B:這件衣服真的很好看！,
B1L09-1-06,問,问,wèn,V,to ask (a question),這個問題太難，我要去問老師。,
B1L09-1-07,非常,非常,fēicháng,Adv,very,那條裙子很漂亮，可是非常貴。,
B1L09-1-08,聰明,聪明,cōngmíng,Vs,smart,我弟弟很聰明，學電腦學得非常快。,
B1L09-1-09,那（麼）,那（么）,nà(me),Conj,then,你不想坐公車，那(麼)我們坐計程車吧。,"[[""那"", ""nà""], [""那麼"", ""nàme""]]"
B1L09-1-10,在,在,zài,Adv,in the process of doing something,你看，他們在跳舞，跳得真好看！,
B1L09-1-11,書法,书法,shūfǎ,N,calligraphy,,
B1L09-1-12,毛筆,毛笔,máobǐ,N,writing brush (M: 枝),我明天要上書法課，現在要去買毛筆！,
B1L09-1-13,宿舍,宿舍,sùshè,N,dorm; dormitory,我很累，想回宿舍休息！,
B1L09-1-14,功課,功课,gōngkè,N,homework,,
B1L09-1-15,作業,作业,zuòyè,N,homework,中文老師每天都給我們作業。,
B1L09-1-16,再,再,zài,Adv,"then (used in ""first..., then..."" pattern)",我要先回家，再去圖書館。,
B1L09-2-01,對面,对面,duìmiàn,N,across from,那家咖啡廳在郵局對面。,
B1L09-2-02,中間,中间,zhōngjiān,N,among; between; middle,我媽媽的花店在百貨公司和超級市場中間。,
B1L09-2-03,教室,教室,jiàoshì,N,classroom,他不在教室裡上課，那他在哪裡？,
B1L09-2-04,能,能,néng,Vaux,can; to be able to,我現在有課，不能去他家。,
B1L09-2-05,用,用,yòng,V,to use,我不太會用這個牌子的電腦，你可以教我嗎？,
B1L09-2-06,班,班,bān,N,class,我們班有十個學生。,
B1L09-2-07,禮拜,礼拜,lǐbài,N,week,這個禮拜我有很多功課，不能跟你去玩。,
B1L09-2-08,語言,语言,yǔyán,N,"language (M: 種,國)",你會說幾種語言？,
B1L09-2-09,別的,别的,biéde,Det,other; else,我只想喝茶，別的飲料我都不想喝。,
B1L09-2-10,別人,别人,biérén,N,others,這裡只有我，沒有別人。,
B1L09-2-11,比較,比较,bǐjiào,Adv,relatively; comparatively,最近天氣比較熱，我不常去運動。,
B1L09-2-12,也許,也许,yěxǔ,Adv,maybe; perhaps,她明天也許有空，我們可以請她一起來喝咖啡。,
B1L09-2-13,希望,希望,xīwàng,Vst,to hope,我希望明年可以去英國學英文。,
B1L09-2-14,期中考,期中考,qízhōngkǎo,Ph,midterm test,,
B1L09-2-15,語言交換,语言交换,yǔyán jiāohuàn,Ph,language exchange,,
B1L09-3-01,學期,学期,xuéqí,N,semester,,
B1L09-3-02,開始,开始,kāishǐ,Vp,to start; to begin,新學期快要開始了。我們每天八點四十分開始上課。,
B1L09-3-03,華語,华语,Huáyǔ,N,Chinese language,你覺得華語好學嗎？,
B1L09-3-04,寫,写,xiě,V,to write,我每天下午一點開始寫功課。,
B1L09-3-05,練習,练习,liànxí,V,to practice,,
B1L09-3-06,日文,日文,Rìwén,N,Japanese language,我常常跟日本朋友練習說日文。,
B1L09-3-07,讀書,读书,dúshū,V-sep,to study,,
B1L09-3-08,讀,读,dú,V,to study,,
B1L09-3-09,進步,进步,jìnbù,Vp,to improve,姐姐每天晚上都讀書，她進步了很多。,
B1L09-3-10,下,下,xià,Det,next,聽說下星期一我們要用別的教室，你知道是哪間教室嗎？,
B1L09-3-11,上,上,shàng,Det,last,,
B1L09-3-12,緊張,紧张,jǐnzhāng,Vs,nervous,我不懂他的意思，不知道應該說什麼，所以有點兒緊張。,
B1L09-3-13,字,字,zì,N,character,我會寫三百多個中國字。,
B1L09-3-14,考試,考试,kǎoshì,V-sep/N,to test; to quiz/exam,明天要考試，每個學生都很緊張。今天的考試不難，大家都考得不錯。,
B1L09-3-15,考,考,kǎo,V,test; quiz,老師明天要考三十個中國字，我應該開始練習了。,
B1L10-1-01,感冒,感冒,gǎnmào,Vp,to catch a cold,我感冒了，想在家休息。,
B1L10-1-02,請假,请假,qǐngjià,V-sep,to ask for leaves,,
B1L10-1-03,發燒,发烧,fāshāo,Vp-sep,to have a fever,弟弟發燒了，他要請假。,
B1L10-1-04,醫生,医生,yīshēng,N,doctor,,
B1L10-1-05,跟,跟,gēn,Prep,(talking) to,他跟我說，他感冒了，要去看醫生。,
B1L10-1-06,醫院,医院,yīyuàn,N,hospital,,
B1L10-1-07,戴,戴,dài,V,"to wear (hat, glasses, accessories, etc.)",,
B1L10-1-08,口罩,口罩,kǒuzhào,N,surgical mask,,
B1L10-1-09,洗,洗,xǐ,V,to wash,,
B1L10-1-10,手,手,shǒu,N,hand,最近很多人感冒，你要戴口罩、常洗手。,
B1L10-1-11,手指,手指,shǒuzhǐ,N,finger,,
B1L10-1-12,健康,健康,jiànkāng,N/Vs,health/healthy,,
B1L10-1-13,生病,生病,shēngbìng,Vp-sep,to get sick,我爸爸很健康，不常生病。,
B1L10-1-14,注意,注意,zhùyì,Vst,to notice; to pay attention,,
B1L10-1-15,對,对,duì,Vs,correct; right,他說：「你唱得很好。」這個中文句子對嗎？,
B1L10-1-16,多,多,duō,Adv,to do more,,
B1L10-1-17,少,少,shǎo,Adv,to do less,我最近太胖了，應該多運動，少吃一點飯。,
B1L10-1-18,身體,身体,shēntǐ,N,body,最近很多人感冒，大家應該注意身體健康。,
B1L10-1-19,帶,带,dài,V,to bring; to take,明天有書法課，我要帶毛筆去學校。,
B1L10-1-20,蘋果,苹果,píngguǒ,N,apple,,
B1L10-1-21,香蕉,香蕉,xiāngjiāo,N,banana,我最愛吃蘋果跟香蕉。,
B1L10-2-01,咳嗽/咳,咳嗽/咳,késòu/ké,Vi,to cough,我昨天開始咳嗽，現在想去看醫生。,"[[""咳嗽"", ""késòu""], [""咳"", ""ké""]]"
B1L10-2-02,頭,头,tóu,N,head,,
B1L10-2-03,頭髮,头发,tóufǎ,N,hair,,
B1L10-2-04,痛,痛,tòng,Vs,painful,,
B1L10-2-05,鼻子,鼻子,bízi,N,nose,,
B1L10-2-06,嘴（巴）,嘴（巴）,zuǐ(ba),N,mouth,,"[[""嘴巴"", ""zuǐba""], [""嘴"", ""zuǐ""]]"
B1L10-2-07,臉,脸,liǎn,N,face,,
B1L10-2-08,耳朵,耳朵,ěrduo,N,ears,,
B1L10-2-09,眼睛,眼睛,yǎnjīng,N,eyes,我感冒了，頭很痛，眼睛、耳朵也不舒服。,
B1L10-2-10,眼鏡,眼镜,yǎnjìng,N,glasses,這個孩子眼睛不太好，所以每天都戴眼鏡。,
B1L10-2-11,肚子,肚子,dùzi,N,belly,我肚子餓了，想吃點兒東西。,
B1L10-2-12,乾淨,干净,gānjìng,Vs,clean,這張椅子不太乾淨，我要那張。,
B1L10-2-13,需要,需要,xūyào,Vst/Vaux,to need/to need to do something,每個人都需要朋友。我累了，需要回家休息。,
B1L10-2-14,藥,药,yào,N,medications,醫生說，我應該多喝水，不需要吃藥。,
B1L10-2-15,會,会,huì,Vaux,will; to be going to+V,他明天沒有空，不會來我們家。,
B1L10-2-16,記得,记得,jìdé,Vst,to remember,我只記得明天有考試，不記得有功課。,
B1L10-2-17,要是/如果,要是/如果,yàoshì/rúguǒ,Conj,if,,"[[""要是"", ""yàoshì""], [""如果"", ""rúguǒ""]]"
B1L10-2-18,就,就,jiù,Conj,then,如果明天天氣好，我就去打球。,
B1L10-2-19,不舒服,不舒服,bù shūfu,Ph,sick; not feeling well,我身體不舒服，所以不能跟你們去打球。,
B1L10-3-01,打電話,打电话,dǎ diànhuà,Vi,to make a phone call,,
B1L10-3-02,接電話,接电话,jiē diànhuà,Vi,to answer a phone,我打電話去他家，可是沒人接電話。,
B1L10-3-03,電話,电话,diànhuà,N,telephone,,
B1L10-3-04,號碼,号码,hàomǎ,N,number,你記不記得張老師的電話號碼？,
B1L10-3-05,擔心,担心,dānxīn,Vst,to worry,國安發燒了，不能來上課，我有點兒擔心他。,
B1L10-3-06,告訴,告诉,gàosù,V,to tell,,
B1L10-3-07,忘記,忘记,wàngjì,Vpt,to forget,媽媽告訴我，不要忘記去超級市場買飲料。,
B1L10-3-08,好了,好了,hǎo le,Ph,getting well,A:聽說你弟弟生病了，他現在怎麼樣？ B:他好了，明天可以去學校了。,
B1L11-1-01,認識,认识,rènshì,Vpt,to get to know someone,我上個禮拜認識了一位中文老師。,
B1L11-1-02,了,了,le,Ptc,verbal particle indicating a completed action,我昨天跟朋友說了很多話，我們都很開心。,
B1L11-1-03,已經,已经,yǐjīng,Adv,already,A:你寫功課了嗎？ B:我已經寫了。,
B1L11-1-04,卡片,卡片,kǎpiàn,N,card (M: 張),這是我朋友送我的生日卡片。,
B1L11-1-05,看到,看到,kàndào,V,to see (by chance),我常常在電視上看到那位有名的醫生。,
B1L11-1-06,文章,文章,wénzhāng,N,article,他寫的文章都很有趣，我很喜歡看。,
B1L11-1-07,然後,然后,ránhòu,Adv,afterward; and then,我們先游泳，然後再去吃飯，好不好？,
B1L11-1-08,留言,留言,liúyán,Vi,to leave a message,如果他不能接電話，你就留言吧！,
B1L11-1-09,回答,回答,huídá,V,to answer; to reply,我不知道怎麼回答他的問題。,
B1L11-1-10,聊天（兒）,聊天（儿）,liáotiān(r),V-sep,to chat,他說話很有趣，所以每個人都喜歡跟他聊天。,"[[""聊天"", ""liáotiān""], [""聊天兒"", ""liáotiānr""]]"
B1L11-1-11,差不多,差不多,chàbùduō,Adv,about; approximately,A:你每天幾點起床？ B:差不多七點。,
B1L11-1-12,聊,聊,liáo,V,to chat,你們在聊什麼？聊得好開心。,
B1L11-1-13,見面,见面,jiànmiàn,V-sep,to meet,你這個週末有空嗎？ 我想跟你見面。,
B1L11-1-14,還沒,还没,háiméi,Adv,not yet,A:你現在要回宿舍嗎？ B:還沒，我要先去吃飯再回宿舍。,
B1L11-1-15,還,还,hái,Adv,still,他上個禮拜生病了，現在還在咳嗽。,
B1L11-1-16,沒,没,méi,Adv,not (for a completed action),A:昨天你去運動了嗎 ？ B:我沒去運動，我去朋友家玩。,
